The Chongqing Major,2163,Lasse ''MATUMBAMAN'' Urpalainen ,7-8th
DreamLeague Season 11,2163,Lasse ''MATUMBAMAN'' Urpalainen ,13-16th
MDL Disneyland? Paris Major,2163,Lasse ''MATUMBAMAN'' Urpalainen ,2nd
The International 2019,7439348,Lasse ''MATUMBAMAN'' Urpalainen ,17-18th
EPICENTER XL,1838315,Lee ''Sunbhie'' Jeong-jae,7-8th
MDL Changsha Major,1838315,Lee ''Sunbhie'' Jeong-jae,5-6th
China Dota2 Supermajor,1838315,Lee ''Sunbhie'' Jeong-jae,4th
The International 2018,1838315,Lee ''Sunbhie'' Jeong-jae,5-6th
The Kuala Lumpur Major,1838315,Lee ''Sunbhie'' Jeong-jae,2nd
The Chongqing Major,1838315,Lee ''Sunbhie'' Jeong-jae,1st
DreamLeague Season 11,1838315,Lee ''Sunbhie'' Jeong-jae,9-12th
MDL Disneyland? Paris Major,1838315,Lee ''Sunbhie'' Jeong-jae,4th
EPICENTER Major,1838315,Lee ''Sunbhie'' Jeong-jae,4th
The International 2019,1838315,Lee ''Sunbhie'' Jeong-jae,1st
EPICENTER XL,15,Lu ''Somnus丶M'' Yao ,1st
MDL Changsha Major,15,Lu ''Somnus丶M'' Yao ,1st
China Dota2 Supermajor,15,Lu ''Somnus丶M'' Yao ,3rd
The International 2018,15,Lu ''Somnus丶M'' Yao ,2nd
The Kuala Lumpur Major,15,Lu ''Somnus丶M'' Yao ,5-6th
The Chongqing Major,15,Lu ''Somnus丶M'' Yao ,4th
The International 2019,15,Lu ''Somnus丶M'' Yao ,3rd
The Kuala Lumpur Major,1838315,Ludwig ''zai'' W?hlberg,2nd
The Chongqing Major,1838315,Ludwig ''zai'' W?hlberg,1st
DreamLeague Season 11,1838315,Ludwig ''zai'' W?hlberg,4th
MDL Disneyland? Paris Major,1838315,Ludwig ''zai'' W?hlberg,1st
EPICENTER Major,1838315,Ludwig ''zai'' W?hlberg,9-12th
The International 2019,1838315,Ludwig ''zai'' W?hlberg,4th
EPICENTER XL,1838315,Marcus ''Ace'' Hoelgaard ,7-8th
MDL Changsha Major,1838315,Marcus ''Ace'' Hoelgaard ,5-6th
China Dota2 Supermajor,1838315,Marcus ''Ace'' Hoelgaard ,4th
The International 2018,1838315,Marcus ''Ace'' Hoelgaard ,5-6th
The Kuala Lumpur Major,5110520,Marcus ''Ace'' Hoelgaard ,4th
DreamLeague Season 11,5110520,Marcus ''Ace'' Hoelgaard ,9-12th
MDL Disneyland? Paris Major,5110520,Marcus ''Ace'' Hoelgaard ,5-6th
The International 2019,5110520,Marcus ''Ace'' Hoelgaard ,17-18th
The Kuala Lumpur Major,111474,Marcus ''Caramon'' Lundberg ,9-12th
The Chongqing Major,111474,Marcus ''Caramon'' Lundberg ,13-16th
EPICENTER Major,111474,Marcus ''Caramon'' Lundberg ,5-6th
The International 2019,111474,Marcus ''Caramon'' Lundberg ,13-16th
EPICENTER Major,2672298,Mariano ''Papita'' Caneda ,13-16th
EPICENTER XL,2163,Maroun ''GH'' Merhej ,2nd
ESL One Birmingham 2018,2163,Maroun ''GH'' Merhej ,7-9th
China Dota2 Supermajor,2163,Maroun ''GH'' Merhej ,1st
The International 2018,2163,Maroun ''GH'' Merhej ,4th
The Chongqing Major,2163,Maroun ''GH'' Merhej ,7-8th
DreamLeague Season 11,2163,Maroun ''GH'' Merhej ,13-16th
MDL Disneyland? Paris Major,2163,Maroun ''GH'' Merhej ,2nd
EPICENTER Major,2163,Maroun ''GH'' Merhej ,2nd
The International 2019,2163,Maroun ''GH'' Merhej ,2nd
The Kuala Lumpur Major,5110520,Martin ''Saksa'' Sazdov ,4th
DreamLeague Season 11,5110520,Martin ''Saksa'' Sazdov ,9-12th
MDL Disneyland? Paris Major,5110520,Martin ''Saksa'' Sazdov ,5-6th
The International 2019,5110520,Martin ''Saksa'' Sazdov ,17-18th
EPICENTER XL,1838315,Matthew ''Cyborgmatt'' Bailey,7-8th
MDL Changsha Major,1838315,Matthew ''Cyborgmatt'' Bailey,5-6th
China Dota2 Supermajor,1838315,Matthew ''Cyborgmatt'' Bailey,4th
The International 2018,1838315,Matthew ''Cyborgmatt'' Bailey,5-6th
The Kuala Lumpur Major,1838315,Matthew ''Cyborgmatt'' Bailey,2nd
The Chongqing Major,1838315,Matthew ''Cyborgmatt'' Bailey,1st
DreamLeague Season 11,1838315,Matthew ''Cyborgmatt'' Bailey,4th
MDL Disneyland? Paris Major,1838315,Matthew ''Cyborgmatt'' Bailey,1st
EPICENTER Major,1838315,Matthew ''Cyborgmatt'' Bailey,9-12th
The International 2019,1838315,Matthew ''Cyborgmatt'' Bailey,4th
The International 2019,7439348,Maurice '' KheZu'' Gutmann ,17-18th
The Kuala Lumpur Major,111474,Maximilian ''qojqva'' Br?cker ,9-12th
The Chongqing Major,111474,Maximilian ''qojqva'' Br?cker ,13-16th
EPICENTER Major,111474,Maximilian ''qojqva'' Br?cker ,5-6th
The International 2019,111474,Maximilian ''qojqva'' Br?cker ,13-16th
EPICENTER XL,3215183,Mia ''Roro'' Stellberg ,5-6th
MDL Changsha Major,3215183,Mia ''Roro'' Stellberg ,7-8th
ESL One Birmingham 2018,3215183,Mia ''Roro'' Stellberg ,5-6th
MDL Disneyland? Paris Major,3215183,Mia ''Roro'' Stellberg ,5-6th
EPICENTER Major,3215183,Mia ''Roro'' Stellberg ,7-8th
The International 2019,3215183,Mia ''Roro'' Stellberg ,1st
The Kuala Lumpur Major,111474,Michael ''miCKe'' Vu ,9-12th
The Chongqing Major,111474,Michael ''miCKe'' Vu ,13-16th
EPICENTER Major,111474,Michael ''miCKe'' Vu ,5-6th
The International 2019,111474,Michael ''miCKe'' Vu ,13-16th
The Kuala Lumpur Major,1838315,Micha? ''Nisha'' Jankowski,2nd
The Chongqing Major,1838315,Micha? ''Nisha'' Jankowski,1st
DreamLeague Season 11,1838315,Micha? ''Nisha'' Jankowski,4th
MDL Disneyland? Paris Major,1838315,Micha? ''Nisha'' Jankowski,1st
EPICENTER Major,1838315,Micha? ''Nisha'' Jankowski,9-12th
The International 2019,1838315,Micha? ''Nisha'' Jankowski,4th
The International 2019,7439348,Milan ''MiLAN'' Kozomara ,17-18th
EPICENTER XL,2163,Mohamed ''almany-'' Morad ,2nd
ESL One Birmingham 2018,2163,Mohamed ''almany-'' Morad ,7-9th
China Dota2 Supermajor,2163,Mohamed ''almany-'' Morad ,1st
The International 2018,2163,Mohamed ''almany-'' Morad ,4th
The Chongqing Major,2163,Mohamed ''almany-'' Morad ,7-8th
DreamLeague Season 11,2163,Mohamed ''almany-'' Morad ,13-16th
MDL Disneyland? Paris Major,2163,Mohamed ''almany-'' Morad ,2nd
EPICENTER Major,2163,Mohamed ''almany-'' Morad ,2nd
The International 2019,2163,Mohamed ''almany-'' Morad ,2nd
DreamLeague Season 11,5110520,Neta ''33'' Shapira ,9-12th
MDL Disneyland? Paris Major,5110520,Neta ''33'' Shapira ,5-6th
The International 2019,5110520,Neta ''33'' Shapira ,17-18th
EPICENTER Major,39,Nicole LaPointe ''totheLapointe'' Jameson,13-16th
The International 2019,39,Nicole LaPointe ''totheLapointe'' Jameson,5-6th
EPICENTER XL,3215183,Oliver ''izpAH'' Steer ,5-6th
MDL Changsha Major,3215183,Oliver ''izpAH'' Steer ,7-8th
ESL One Birmingham 2018,3215183,Oliver ''izpAH'' Steer ,5-6th
MDL Disneyland? Paris Major,3215183,Oliver ''izpAH'' Steer ,5-6th
EPICENTER Major,3215183,Oliver ''izpAH'' Steer ,7-8th
The International 2019,3215183,Oliver ''izpAH'' Steer ,1st
The Kuala Lumpur Major,726228,Pan ''Fade'' Yi,7-8th
The Chongqing Major,726228,Pan ''Fade'' Yi,7-8th
DreamLeague Season 11,726228,Pan ''Fade'' Yi,1st
MDL Disneyland? Paris Major,726228,Pan ''Fade'' Yi,7-8th
EPICENTER Major,726228,Pan ''Fade'' Yi,1st
The International 2019,726228,Pan ''Fade'' Yi,5-6th
EPICENTER XL,15,Pan ''Fei'' Fei,1st
MDL Changsha Major,15,Pan ''Fei'' Fei,1st
China Dota2 Supermajor,15,Pan ''Fei'' Fei,3rd
The International 2018,15,Pan ''Fei'' Fei,2nd
The Kuala Lumpur Major,15,Pan ''Fei'' Fei,5-6th
The Chongqing Major,15,Pan ''Fei'' Fei,4th
DreamLeague Season 11,15,Pan ''Fei'' Fei,5-6th
MDL Disneyland? Paris Major,15,Pan ''Fei'' Fei,4th
EPICENTER Major,15,Pan ''Fei'' Fei,5-6th
The International 2019,15,Pan ''Fei'' Fei,3rd
EPICENTER XL,15,Pan ''RuRu'' Jie,1st
MDL Changsha Major,15,Pan ''RuRu'' Jie,1st
China Dota2 Supermajor,15,Pan ''RuRu'' Jie,3rd
The International 2018,15,Pan ''RuRu'' Jie,2nd
The Kuala Lumpur Major,15,Pan ''RuRu'' Jie,5-6th
The Chongqing Major,15,Pan ''RuRu'' Jie,4th
DreamLeague Season 11,15,Pan ''RuRu'' Jie,5-6th
MDL Disneyland? Paris Major,15,Pan ''RuRu'' Jie,4th
EPICENTER Major,15,Pan ''RuRu'' Jie,5-6th
The International 2019,15,Pan ''RuRu'' Jie,3rd
EPICENTER XL,1883502,Pavel ''9pasha'' Khvastunov,4th
ESL One Birmingham 2018,1883502,Pavel ''9pasha'' Khvastunov,1st
China Dota2 Supermajor,1883502,Pavel ''9pasha'' Khvastunov,2nd
The International 2018,1883502,Pavel ''9pasha'' Khvastunov,5-6th
The Kuala Lumpur Major,1883502,Pavel ''9pasha'' Khvastunov,1st
The Chongqing Major,1883502,Pavel ''9pasha'' Khvastunov,2nd
DreamLeague Season 11,1883502,Pavel ''9pasha'' Khvastunov,2nd
MDL Disneyland? Paris Major,1883502,Pavel ''9pasha'' Khvastunov,7-8th
EPICENTER Major,1883502,Pavel ''9pasha'' Khvastunov,3rd
The International 2019,1883502,Pavel ''9pasha'' Khvastunov,9-12th
The Kuala Lumpur Major,5110520,Peter ''ppd'' Dager ,4th
DreamLeague Season 11,5110520,Peter ''ppd'' Dager ,9-12th
MDL Disneyland? Paris Major,5110520,Peter ''ppd'' Dager ,5-6th
The International 2019,5110520,Peter ''ppd'' Dager ,17-18th
The International 2019,1375614,Quinn ''CCnC'' Callahan ,9-12th
ESL One Birmingham 2018,39,Rasmus ''MISERY'' Berth Filipsen ,10-12th
The Chongqing Major,7439348,Rasmus ''MISERY'' Berth Filipsen ,9-12th
DreamLeague Season 11,7439348,Rasmus ''MISERY'' Berth Filipsen ,9-12th
MDL Disneyland? Paris Major,7439348,Rasmus ''MISERY'' Berth Filipsen ,13-16th
The International 2019,7439348,Rasmus ''MISERY'' Berth Filipsen ,17-18th
MDL Changsha Major,726228,Ren ''eLeVeN'' Yangwei ,3rd
ESL One Birmingham 2018,726228,Ren ''eLeVeN'' Yangwei ,10-12th
China Dota2 Supermajor,726228,Ren ''eLeVeN'' Yangwei ,5-6th
The International 2018,726228,Ren ''eLeVeN'' Yangwei ,9-12th
DreamLeague Season 11,2626685,Ren ''eLeVeN'' Yangwei ,5-6th
MDL Disneyland? Paris Major,2626685,Ren ''eLeVeN'' Yangwei ,9-12th
The International 2019,2626685,Ren ''eLeVeN'' Yangwei ,13-16th
DreamLeague Season 11,7439348,Robson ''TeaGuvnor'' Merritt ,9-12th
MDL Disneyland? Paris Major,7439348,Robson ''TeaGuvnor'' Merritt ,13-16th
The International 2019,7439348,Robson ''TeaGuvnor'' Merritt ,17-18th
EPICENTER XL,1883502,Roman ''RAMZES666'' Kushnarev ,4th
ESL One Birmingham 2018,1883502,Roman ''RAMZES666'' Kushnarev ,1st
China Dota2 Supermajor,1883502,Roman ''RAMZES666'' Kushnarev ,2nd
The International 2018,1883502,Roman ''RAMZES666'' Kushnarev ,5-6th
The Kuala Lumpur Major,1883502,Roman ''RAMZES666'' Kushnarev ,1st
The Chongqing Major,1883502,Roman ''RAMZES666'' Kushnarev ,2nd
DreamLeague Season 11,1883502,Roman ''RAMZES666'' Kushnarev ,2nd
MDL Disneyland? Paris Major,1883502,Roman ''RAMZES666'' Kushnarev ,7-8th
EPICENTER Major,1883502,Roman ''RAMZES666'' Kushnarev ,3rd
The International 2019,1883502,Roman ''RAMZES666'' Kushnarev ,9-12th
The Chongqing Major,2163,Roman ''rmN-'' Paley ,7-8th
DreamLeague Season 11,2163,Roman ''rmN-'' Paley ,13-16th
MDL Disneyland? Paris Major,2163,Roman ''rmN-'' Paley ,2nd
EPICENTER Major,2163,Roman ''rmN-'' Paley ,2nd
The International 2019,2163,Roman ''rmN-'' Paley ,2nd
EPICENTER XL,mineski,Ronald ''Rhom'' Robins ,5-6th
MDL Changsha Major,mineski,Ronald ''Rhom'' Robins ,5-6th
ESL One Birmingham 2018,mineski,Ronald ''Rhom'' Robins ,5-6th
China Dota2 Supermajor,mineski,Ronald ''Rhom'' Robins ,9-12th
The International 2018,mineski,Ronald ''Rhom'' Robins ,9-12th
DreamLeague Season 11,mineski,Ronald ''Rhom'' Robins ,9-12th
MDL Disneyland? Paris Major,mineski,Ronald ''Rhom'' Robins ,9-12th
The International 2019,mineski,Ronald ''Rhom'' Robins ,9-12th
The Kuala Lumpur Major,111474,Samuel ''Boxi'' Svahn ,9-12th
The Chongqing Major,111474,Samuel ''Boxi'' Svahn ,13-16th
EPICENTER Major,111474,Samuel ''Boxi'' Svahn ,5-6th
The International 2019,111474,Samuel ''Boxi'' Svahn ,13-16th
The Chongqing Major,39,Sarah ''StrawberryDota'' Loomis ,3rd
DreamLeague Season 11,39,Sarah ''StrawberryDota'' Loomis ,7-8th
MDL Disneyland? Paris Major,39,Sarah ''StrawberryDota'' Loomis ,3rd
EPICENTER Major,39,Sarah ''StrawberryDota'' Loomis ,13-16th
The International 2019,39,Sarah ''StrawberryDota'' Loomis ,5-6th
EPICENTER XL,3215183,Sébastien ''Ceb'' Debs ,5-6th
MDL Changsha Major,3215183,Sébastien ''Ceb'' Debs ,7-8th
ESL One Birmingham 2018,3215183,Sébastien ''Ceb'' Debs ,5-6th
The International 2018,3215183,Sébastien ''Ceb'' Debs ,1st
MDL Disneyland? Paris Major,3215183,Sébastien ''Ceb'' Debs ,5-6th
EPICENTER Major,3215183,Sébastien ''Ceb'' Debs ,7-8th
The International 2019,3215183,Sébastien ''Ceb'' Debs ,1st
DreamLeague Season 11,2626685,Song ''dark'' Runxi ,5-6th
MDL Disneyland? Paris Major,2626685,Song ''dark'' Runxi ,9-12th
The International 2019,2626685,Song ''dark'' Runxi ,13-16th
EPICENTER XL,2163,Steve ''LiQuiD112'' Arhancet ,2nd
ESL One Birmingham 2018,2163,Steve ''LiQuiD112'' Arhancet ,7-9th
China Dota2 Supermajor,2163,Steve ''LiQuiD112'' Arhancet ,1st
The International 2018,2163,Steve ''LiQuiD112'' Arhancet ,4th
The Chongqing Major,2163,Steve ''LiQuiD112'' Arhancet ,7-8th
DreamLeague Season 11,2163,Steve ''LiQuiD112'' Arhancet ,2nd
MDL Disneyland? Paris Major,2163,Steve ''LiQuiD112'' Arhancet ,2nd
EPICENTER Major,2163,Steve ''LiQuiD112'' Arhancet ,2nd
The International 2019,2163,Steve ''LiQuiD112'' Arhancet ,13-16th
EPICENTER Major,6209804,Su ''Flyby'' Lei,9-12th
The International 2019,6209804,Su ''Flyby'' Lei,7-8th
ESL One Birmingham 2018,39,Syed Sumail ''SumaiL'' Hassan,10-12th
China Dota2 Supermajor,39,Syed Sumail ''SumaiL'' Hassan,9-12th
The International 2018,39,Syed Sumail ''SumaiL'' Hassan,3rd
The Kuala Lumpur Major,39,Syed Sumail ''SumaiL'' Hassan,3rd
The Chongqing Major,39,Syed Sumail ''SumaiL'' Hassan,3rd
DreamLeague Season 11,39,Syed Sumail ''SumaiL'' Hassan,7-8th
MDL Disneyland? Paris Major,39,Syed Sumail ''SumaiL'' Hassan,3rd
EPICENTER Major,39,Syed Sumail ''SumaiL'' Hassan,13-16th
The International 2019,39,Syed Sumail ''SumaiL'' Hassan,5-6th
EPICENTER XL,3215183,Tal ''Fly'' Aizik,5-6th
MDL Changsha Major,3215183,Tal ''Fly'' Aizik,7-8th
ESL One Birmingham 2018,3215183,Tal ''Fly'' Aizik,5-6th
China Dota2 Supermajor,39,Tal ''Fly'' Aizik,9-12th
The International 2018,39,Tal ''Fly'' Aizik,3rd
The Kuala Lumpur Major,39,Tal ''Fly'' Aizik,3rd
The Chongqing Major,39,Tal ''Fly'' Aizik,3rd
DreamLeague Season 11,39,Tal ''Fly'' Aizik,7-8th
MDL Disneyland? Paris Major,39,Tal ''Fly'' Aizik,3rd
EPICENTER Major,39,Tal ''Fly'' Aizik,13-16th
The International 2019,39,Tal ''Fly'' Aizik,5-6th
The International 2018,3215183,Titouan ''Sockshka'' Merloz ,1st
MDL Disneyland? Paris Major,3215183,Titouan ''Sockshka'' Merloz ,5-6th
EPICENTER Major,3215183,Titouan ''Sockshka'' Merloz ,7-8th
The International 2019,3215183,Titouan ''Sockshka'' Merloz ,1st
The Kuala Lumpur Major,111474,Tommy ''Taiga'' Le ,9-12th
The Chongqing Major,111474,Tommy ''Taiga'' Le ,13-16th
EPICENTER Major,111474,Tommy ''Taiga'' Le ,5-6th
The International 2019,111474,Tommy ''Taiga'' Le ,13-16th
EPICENTER XL,1375614,Tong ''CuZn'' Xin ,9-10th
MDL Changsha Major,1375614,Tong ''CuZn'' Xin ,4th
ESL One Birmingham 2018,1375614,Tong ''CuZn'' Xin ,10-12th
China Dota2 Supermajor,1375614,Tong ''CuZn'' Xin ,7-8th
The International 2018,1375614,Tong ''CuZn'' Xin ,13-16th
The International 2019,1375614,Tong ''CuZn'' Xin ,9-12th
The International 2018,3215183,Topias ''Topson'' Taavitsainen ,1st
MDL Disneyland? Paris Major,3215183,Topias ''Topson'' Taavitsainen ,5-6th
EPICENTER Major,3215183,Topias ''Topson'' Taavitsainen ,7-8th
The International 2019,3215183,Topias ''Topson'' Taavitsainen ,1st
EPICENTER Major,6209804,Tue ''ah fu'' Soon Chuan,9-12th
The International 2019,6209804,Tue ''ah fu'' Soon Chuan,7-8th
EPICENTER XL,2163,Victor ''Nazgul'' Goossens ,2nd
ESL One Birmingham 2018,2163,Victor ''Nazgul'' Goossens ,7-9th
China Dota2 Supermajor,2163,Victor ''Nazgul'' Goossens ,1st
The International 2018,2163,Victor ''Nazgul'' Goossens ,4th
The Chongqing Major,2163,Victor ''Nazgul'' Goossens ,7-8th
DreamLeague Season 11,2163,Victor ''Nazgul'' Goossens ,13-16th
MDL Disneyland? Paris Major,2163,Victor ''Nazgul'' Goossens ,2nd
EPICENTER Major,2163,Victor ''Nazgul'' Goossens ,2nd
The International 2019,2163,Victor ''Nazgul'' Goossens ,2nd
The International 2019,1883502,Vitaliy “Sword Art” Petkin ,9-12th
EPICENTER XL,1883502,Vladimir ''No[o]ne'' Minenko,4th
ESL One Birmingham 2018,1883502,Vladimir ''No[o]ne'' Minenko,1st
China Dota2 Supermajor,1883502,Vladimir ''No[o]ne'' Minenko,2nd
The International 2018,1883502,Vladimir ''No[o]ne'' Minenko,5-6th
The Kuala Lumpur Major,1883502,Vladimir ''No[o]ne'' Minenko,1st
The Chongqing Major,1883502,Vladimir ''No[o]ne'' Minenko,2nd
DreamLeague Season 11,1883502,Vladimir ''No[o]ne'' Minenko,2nd
MDL Disneyland? Paris Major,1883502,Vladimir ''No[o]ne'' Minenko,7-8th
EPICENTER Major,1883502,Vladimir ''No[o]ne'' Minenko,3rd
The International 2019,1883502,Vladimir ''No[o]ne'' Minenko,9-12th
EPICENTER XL,1883502,Vladimir ''RodjER'' Nikogosyan ,4th
ESL One Birmingham 2018,1883502,Vladimir ''RodjER'' Nikogosyan ,1st
China Dota2 Supermajor,1883502,Vladimir ''RodjER'' Nikogosyan ,2nd
The International 2018,1883502,Vladimir ''RodjER'' Nikogosyan ,5-6th
The Kuala Lumpur Major,1883502,Vladimir ''RodjER'' Nikogosyan ,1st
The Chongqing Major,1883502,Vladimir ''RodjER'' Nikogosyan ,7-8th
DreamLeague Season 11,1883502,Vladimir ''RodjER'' Nikogosyan ,3rd
MDL Disneyland? Paris Major,1883502,Vladimir ''RodjER'' Nikogosyan ,9-12th
EPICENTER Major,1883502,Vladimir ''RodjER'' Nikogosyan ,2nd
The International 2019,1883502,Vladimir ''RodjER'' Nikogosyan ,2nd
EPICENTER XL,36,Vladislav ''Crystallize'' Krystanek ,11-12th
China Dota2 Supermajor,36,Vladislav ''Crystallize'' Krystanek ,13-16th
DreamLeague Season 11,36,Vladislav ''Crystallize'' Krystanek ,13-16th
The International 2019,36,Vladislav ''Crystallize'' Krystanek ,13-16th
EPICENTER XL,15,Wang ''Ame'' Chunyu ,1st
MDL Changsha Major,15,Wang ''Ame'' Chunyu ,1st
China Dota2 Supermajor,15,Wang ''Ame'' Chunyu ,3rd
The International 2018,15,Wang ''Ame'' Chunyu ,2nd
The Kuala Lumpur Major,15,Wang ''Ame'' Chunyu ,5-6th
The Chongqing Major,15,Wang ''Ame'' Chunyu ,4th
DreamLeague Season 11,15,Wang ''Ame'' Chunyu ,5-6th
MDL Disneyland? Paris Major,15,Wang ''Ame'' Chunyu ,4th
EPICENTER Major,15,Wang ''Ame'' Chunyu ,5-6th
The International 2019,15,Wang ''Ame'' Chunyu ,3rd
The International 2019,1375614,Wang ''Banana'' Jiao ,9-12th
DreamLeague Season 11,2626685,Wang ''old chicken'' Zhiyong ,5-6th
MDL Disneyland? Paris Major,2626685,Wang ''old chicken'' Zhiyong ,9-12th
The International 2019,2626685,Wang ''old chicken'' Zhiyong ,13-16th
The Chongqing Major,39,Wilson ''Fronz'' Teng ,3rd
DreamLeague Season 11,39,Wilson ''Fronz'' Teng ,7-8th
MDL Disneyland? Paris Major,39,Wilson ''Fronz'' Teng ,3rd
EPICENTER Major,39,Wilson ''Fronz'' Teng ,13-16th
The International 2019,39,Wilson ''Fronz'' Teng ,5-6th
DreamLeague Season 11,2626685,Wu ''Fyms'' Junying ,5-6th
MDL Disneyland? Paris Major,2626685,Wu ''Fyms'' Junying ,9-12th
The International 2019,2626685,Wu ''Fyms'' Junying ,13-16th
EPICENTER Major,6209804,Xie ''Super'' Junhao ,9-12th
The International 2019,6209804,Xie ''Super'' Junhao ,7-8th
EPICENTER XL,15,Xu ''fy'' Linsen ,1st
MDL Changsha Major,15,Xu ''fy'' Linsen ,1st
China Dota2 Supermajor,15,Xu ''fy'' Linsen ,3rd
The International 2018,15,Xu ''fy'' Linsen ,2nd
The Kuala Lumpur Major,15,Xu ''fy'' Linsen ,5-6th
The Chongqing Major,15,Xu ''fy'' Linsen ,4th
DreamLeague Season 11,15,Xu ''fy'' Linsen ,5-6th
MDL Disneyland? Paris Major,15,Xu ''fy'' Linsen ,4th
EPICENTER Major,15,Xu ''fy'' Linsen ,5-6th
The International 2019,15,Xu ''fy'' Linsen ,3rd
MDL Changsha Major,726228,Xu ''JaL'' Xiaoyun,3rd
ESL One Birmingham 2018,726228,Xu ''JaL'' Xiaoyun,10-12th
China Dota2 Supermajor,726228,Xu ''JaL'' Xiaoyun,5-6th
The International 2018,726228,Xu ''JaL'' Xiaoyun,9-12th
The Kuala Lumpur Major,726228,Xu ''JaL'' Xiaoyun,7-8th
The Chongqing Major,726228,Xu ''JaL'' Xiaoyun,7-8th
DreamLeague Season 11,726228,Xu ''JaL'' Xiaoyun,1st
MDL Disneyland? Paris Major,726228,Xu ''JaL'' Xiaoyun,7-8th
EPICENTER Major,726228,Xu ''JaL'' Xiaoyun,1st
The International 2019,726228,Xu ''JaL'' Xiaoyun,5-6th
EPICENTER XL,15,Yang ''Chalice'' Shenyi ,1st
MDL Changsha Major,15,Yang ''Chalice'' Shenyi ,1st
China Dota2 Supermajor,15,Yang ''Chalice'' Shenyi ,3rd
The International 2018,15,Yang ''Chalice'' Shenyi ,2nd
The Kuala Lumpur Major,15,Yang ''Chalice'' Shenyi ,5-6th
The Chongqing Major,15,Yang ''Chalice'' Shenyi ,4th
DreamLeague Season 11,15,Yang ''Chalice'' Shenyi ,5-6th
MDL Disneyland? Paris Major,15,Yang ''Chalice'' Shenyi ,4th
EPICENTER Major,15,Yang ''Chalice'' Shenyi ,5-6th
The International 2019,15,Yang ''Chalice'' Shenyi ,3rd
The Kuala Lumpur Major,15,Yao ''Yao'' Zhengzheng ,5-6th
The Chongqing Major,15,Yao ''Yao'' Zhengzheng ,4th
DreamLeague Season 11,15,Yao ''Yao'' Zhengzheng ,5-6th
MDL Disneyland? Paris Major,15,Yao ''Yao'' Zhengzheng ,4th
EPICENTER Major,15,Yao ''Yao'' Zhengzheng ,5-6th
The International 2019,15,Yao ''Yao'' Zhengzheng ,3rd
EPICENTER XL,mineski,Yap Chee ''Kenchi'' Loong ,5-6th
MDL Changsha Major,mineski,Yap Chee ''Kenchi'' Loong ,5-6th
ESL One Birmingham 2018,mineski,Yap Chee ''Kenchi'' Loong ,5-6th
China Dota2 Supermajor,mineski,Yap Chee ''Kenchi'' Loong ,9-12th
The International 2018,mineski,Yap Chee ''Kenchi'' Loong ,9-12th
DreamLeague Season 11,mineski,Yap Chee ''Kenchi'' Loong ,9-12th
MDL Disneyland? Paris Major,mineski,Yap Chee ''Kenchi'' Loong ,9-12th
The International 2019,mineski,Yap Chee ''Kenchi'' Loong ,9-12th
The International 2019,1375614,Yawar ''YawaR'' Hassan ,9-12th
EPICENTER XL,1838315,Yazied ''YapzOr'' Jaradat,7-8th
MDL Changsha Major,1838315,Yazied ''YapzOr'' Jaradat,5-6th
China Dota2 Supermajor,1838315,Yazied ''YapzOr'' Jaradat,4th
The International 2018,1838315,Yazied ''YapzOr'' Jaradat,5-6th
The Kuala Lumpur Major,1838315,Yazied ''YapzOr'' Jaradat,2nd
The Chongqing Major,1838315,Yazied ''YapzOr'' Jaradat,1st
DreamLeague Season 11,1838315,Yazied ''YapzOr'' Jaradat,4th
MDL Disneyland? Paris Major,1838315,Yazied ''YapzOr'' Jaradat,1st
EPICENTER Major,1838315,Yazied ''YapzOr'' Jaradat,9-12th
The International 2019,1838315,Yazied ''YapzOr'' Jaradat,4th
EPICENTER XL,1838315,Yeik ''MidOne'' Nai Zheng,7-8th
MDL Changsha Major,1838315,Yeik ''MidOne'' Nai Zheng,5-6th
China Dota2 Supermajor,1838315,Yeik ''MidOne'' Nai Zheng,4th
The International 2018,1838315,Yeik ''MidOne'' Nai Zheng,5-6th
The Kuala Lumpur Major,1838315,Yeik ''MidOne'' Nai Zheng,2nd
The Chongqing Major,1838315,Yeik ''MidOne'' Nai Zheng,1st
DreamLeague Season 11,1838315,Yeik ''MidOne'' Nai Zheng,4th
MDL Disneyland? Paris Major,1838315,Yeik ''MidOne'' Nai Zheng,1st
EPICENTER Major,1838315,Yeik ''MidOne'' Nai Zheng,9-12th
The International 2019,1838315,Yeik ''MidOne'' Nai Zheng,4th
EPICENTER XL,36,Yevhen ''HarisPilton'' Zolotarov ,11-12th
China Dota2 Supermajor,36,Yevhen ''HarisPilton'' Zolotarov ,13-16th
DreamLeague Season 11,36,Yevhen ''HarisPilton'' Zolotarov ,13-16th
The International 2019,36,Yevhen ''HarisPilton'' Zolotarov ,13-16th
EPICENTER XL,mineski,Zak ''DashOCE'' Holman ,5-6th
MDL Changsha Major,mineski,Zak ''DashOCE'' Holman ,5-6th
ESL One Birmingham 2018,mineski,Zak ''DashOCE'' Holman ,5-6th
China Dota2 Supermajor,mineski,Zak ''DashOCE'' Holman ,9-12th
The International 2018,mineski,Zak ''DashOCE'' Holman ,9-12th
DreamLeague Season 11,mineski,Zak ''DashOCE'' Holman ,9-12th
MDL Disneyland? Paris Major,mineski,Zak ''DashOCE'' Holman ,9-12th
The International 2019,mineski,Zak ''DashOCE'' Holman ,9-12th
